Açaí-Guaraná,Citrus,Estação,LAT,LONG,Maçã-Verde,Movimentação,Original_269,Original_473,Pêssego,TARGET,Tangerina,Tempo,Zero,row
32,33,Vila Mariana,-23.5895,-46.6346,29,21212,47,65,21,NORMAL,43,2018-02-18,65,13728
12,16,Vila Mariana,-23.5895,-46.6346,19,23159,57,66,39,NORMAL,11,2018-03-06,65,13746
3,10,Fradique Coutinho,-23.5661,-46.6841,26,35080,8,76,11,REABASTECER,6,2018-01-20,55,10100
43,43,Vila Mariana,-23.5895,-46.6346,20,22257,18,86,35,NORMAL,36,2018-07-20,65,13880
5,43,São Judas,-23.6255,-46.6411,31,16547,65,70,12,REABASTECER,18,2018-10-09,50,13239
43,28,Fradique Coutinho,-23.5661,-46.6841,3,34558,37,11,39,REABASTECER,29,2018-09-18,65,10338
43,29,Fradique Coutinho,-23.5661,-46.6841,17,36639,24,42,30,REABASTECER,5,2018-10-12,30,10362
28,14,Fradique Coutinho,-23.5661,-46.6841,9,36663,15,11,17,NORMAL,34,2018-10-15,9,10365
43,7,Fradique Coutinho,-23.5661,-46.6841,19,35216,53,44,29,NORMAL,30,2019-02-19,48,10489
3,20,Fradique Coutinho,-23.5661,-46.6841,10,35314,5,12,12,NORMAL,7,2019-03-18,36,10518
12,20,São Judas,-23.6255,-46.6411,26,14384,34,56,21,NORMAL,14,2019-09-08,39,13568
24,37,Fradique Coutinho,-23.5661,-46.6841,24,35503,51,8,33,NORMAL,37,2019-04-15,65,10545
9,33,Fradique Coutinho,-23.5661,-46.6841,43,33186,40,70,28,REABASTECER,9,2019-06-03,8,10593
25,26,Vila Mariana,-23.5895,-46.6346,39,21885,14,17,8,NORMAL,21,2018-03-02,34,13742
21,12,Luz,-23.5365,-46.6332,36,124482,34,53,34,NORMAL,43,2018-03-30,42,10890
41,28,Luz,-23.5365,-46.6332,12,125971,65,86,12,NORMAL,20,2018-08-09,12,11019
37,31,Luz,-23.5365,-46.6332,36,126087,26,79,22,NORMAL,9,2018-12-20,15,11150
25,15,Vila Mariana,-23.5895,-46.6346,12,22304,21,65,14,NORMAL,26,2019-09-17,15,14297
30,39,Luz,-23.5365,-46.6332,12,125043,14,48,9,REABASTECER,5,2019-07-19,52,11359
43,12,Brooklin,-23.6263,-46.6878,14,28526,15,75,15,NORMAL,9,2019-12-21,65,15111
30,14,Campo Belo,-23.6188,-46.6823,32,24674,13,13,22,NORMAL,18,2018-08-26,65,15356
43,42,Brooklin,-23.6263,-46.6878,31,27040,50,73,43,NORMAL,20,2018-12-22,60,14752
23,26,Brooklin,-23.6263,-46.6878,15,26561,18,20,26,REABASTECER,3,2018-12-27,19,14757
29,5,Brooklin,-23.6263,-46.6878,5,28728,59,86,4,NORMAL,16,2019-03-07,65,14827
17,43,Campo Belo,-23.6188,-46.6823,24,25490,61,36,15,NORMAL,43,2019-01-28,46,15508
35,26,Campo Belo,-23.6188,-46.6823,43,25209,24,54,38,NORMAL,11,2019-06-27,65,15657
15,43,Campo Belo,-23.6188,-46.6823,6,26825,14,63,31,REABASTECER,2,2019-08-02,29,15692
10,29,Campo Belo,-23.6188,-46.6823,24,26273,57,73,40,NORMAL,39,2018-03-20,56,15200
33,9,Eucaliptos,-23.61,-46.6686,41,24613,54,59,37,NORMAL,37,2018-03-06,27,15906
29,25,Ana Rosa,-23.5813,-46.6383,19,66544,54,57,2,REABASTECER,11,2019-11-19,48,12199
17,14,Ana Rosa,-23.5813,-46.6383,10,67345,31,32,34,NORMAL,40,2019-11-22,19,12202
43,28,Eucaliptos,-23.61,-46.6686,21,24162,5,68,32,NORMAL,34,2018-06-21,34,16011
35,18,Eucaliptos,-23.61,-46.6686,37,22529,26,77,41,NORMAL,34,2018-11-07,56,16147
43,38,Campo Belo,-23.6188,-46.6823,7,26479,33,76,39,NORMAL,18,2019-04-30,14,15600
29,39,São Joaquim,-23.5618,-46.6389,15,36193,21,86,26,NORMAL,12,2018-09-07,28,12487
11,20,Eucaliptos,-23.61,-46.6686,4,25307,65,29,40,NORMAL,27,2019-03-13,7,16273
32,38,São Judas,-23.6255,-46.6411,43,15949,65,86,16,REABASTECER,43,2019-03-19,4,13399
43,35,Pinheiros,-23.5664,-46.703,27,78078,28,25,37,NORMAL,29,2019-07-11,19,9191
43,40,São Judas,-23.6255,-46.6411,16,15850,12,86,43,NORMAL,43,2019-08-10,51,13540
19,22,São Judas,-23.6255,-46.6411,4,14135,45,37,27,REABASTECER,24,2019-08-15,9,13545
20,41,São Judas,-23.6255,-46.6411,43,15572,40,51,23,NORMAL,21,2019-09-17,46,13577
40,15,São Judas,-23.6255,-46.6411,32,15512,36,40,43,NORMAL,4,2019-12-17,20,13667
30,28,Brooklin,-23.6263,-46.6878,43,28912,56,70,13,NORMAL,17,2018-03-14,7,14474
30,39,Butantã,-23.5844,-46.7252,42,66549,40,86,18,NORMAL,43,2018-03-30,30,9450
2,25,Brooklin,-23.6263,-46.6878,37,27273,52,75,13,NORMAL,13,2018-08-25,20,14635
32,16,Butantã,-23.5844,-46.7252,43,64103,36,41,12,NORMAL,30,2018-08-11,25,9581
11,39,Butantã,-23.5844,-46.7252,30,65802,40,59,5,REABASTECER,16,2018-09-16,10,9616
5,23,Butantã,-23.5844,-46.7252,38,64118,45,12,18,REABASTECER,15,2018-10-08,55,9638
35,8,Butantã,-23.5844,-46.7252,26,64667,18,56,43,NORMAL,43,2018-10-12,23,9642
25,17,Vila Mariana,-23.5895,-46.6346,35,23717,28,62,15,NORMAL,39,2018-12-20,29,14030
23,14,Vila Mariana,-23.5895,-46.6346,39,22313,4,79,39,REABASTECER,21,2019-07-05,49,14225
41,19,Butantã,-23.5844,-46.7252,31,64384,53,14,18,NORMAL,40,2019-11-20,65,10040
7,12,Vila Mariana,-23.5895,-46.6346,12,24461,31,44,23,REABASTECER,43,2019-12-25,9,14395
9,11,Fradique Coutinho,-23.5661,-46.6841,36,35122,65,78,22,NORMAL,7,2018-05-14,44,10214
39,33,Campo Belo,-23.6188,-46.6823,27,23121,53,76,30,NORMAL,32,2018-09-16,8,15376
37,25,Fradique Coutinho,-23.5661,-46.6841,17,36375,12,8,18,NORMAL,13,2018-08-30,54,10320
4,9,Fradique Coutinho,-23.5661,-46.6841,36,34402,32,33,33,REABASTECER,29,2018-09-07,65,10327
7,15,Brooklin,-23.6263,-46.6878,13,26944,49,79,13,NORMAL,33,2018-10-27,47,14697
29,42,Brooklin,-23.6263,-46.6878,27,27642,29,5,31,NORMAL,11,2019-01-06,24,14766
31,11,Fradique Coutinho,-23.5661,-46.6841,9,35055,30,86,19,NORMAL,18,2019-03-03,1,10503
33,35,Brooklin,-23.6263,-46.6878,34,27770,12,45,29,NORMAL,43,2019-07-14,21,14954
28,36,Campo Belo,-23.6188,-46.6823,37,26241,20,86,43,NORMAL,11,2019-09-24,5,15744
6,12,Brooklin,-23.6263,-46.6878,21,27855,35,45,29,REABASTECER,19,2019-08-02,28,14972
37,43,Campo Belo,-23.6188,-46.6823,17,24080,36,62,9,NORMAL,22,2019-10-24,52,15774
21,16,Fradique Coutinho,-23.5661,-46.6841,40,34839,51,16,22,NORMAL,32,2019-09-07,40,10687
26,21,Campo Belo,-23.6188,-46.6823,16,25314,26,41,11,NORMAL,6,2018-03-06,29,15186
40,10,Eucaliptos,-23.61,-46.6686,38,21802,12,30,43,NORMAL,18,2018-07-26,47,16046
30,16,Luz,-23.5365,-46.6332,30,127635,12,66,30,NORMAL,2,2018-09-15,12,11055
22,28,Luz,-23.5365,-46.6332,36,124281,28,49,25,NORMAL,33,2018-11-10,39,11110
6,16,Campo Belo,-23.6188,-46.6823,4,25808,6,23,29,NORMAL,3,2018-10-27,37,15417
35,9,Campo Belo,-23.6188,-46.6823,42,24270,48,86,14,NORMAL,34,2018-10-30,15,15420
32,9,Campo Belo,-23.6188,-46.6823,20,24302,8,68,21,REABASTECER,26,2018-11-20,16,15440
33,23,Luz,-23.5365,-46.6332,23,127634,41,86,21,NORMAL,9,2018-12-10,20,11140
22,4,Campo Belo,-23.6188,-46.6823,9,25964,9,86,19,REABASTECER,43,2019-01-05,13,15485
17,39,Campo Belo,-23.6188,-46.6823,43,26951,58,62,12,NORMAL,39,2019-01-07,65,15487
38,11,Eucaliptos,-23.61,-46.6686,37,24287,4,75,8,REABASTECER,32,2018-07-14,65,16034
24,30,Luz,-23.5365,-46.6332,35,127175,47,37,21,NORMAL,17,2018-05-24,57,10944
5,30,Eucaliptos,-23.61,-46.6686,23,25535,30,27,10,REABASTECER,32,2018-08-14,52,16064
25,21,Luz,-23.5365,-46.6332,16,125391,44,39,9,REABASTECER,35,2018-06-29,7,10979
15,29,Eucaliptos,-23.61,-46.6686,43,22814,14,38,15,NORMAL,32,2019-01-29,30,16229
37,18,Campo Belo,-23.6188,-46.6823,22,26712,39,43,37,NORMAL,19,2018-12-30,50,15480
8,38,Campo Belo,-23.6188,-46.6823,11,25337,36,32,2,REABASTECER,27,2019-01-20,38,15500
7,10,São Judas,-23.6255,-46.6411,34,14337,46,61,36,NORMAL,24,2018-06-06,52,13116
41,43,Ana Rosa,-23.5813,-46.6383,12,66336,39,70,43,NORMAL,10,2019-05-07,50,12007
14,43,São Judas,-23.6255,-46.6411,36,14596,40,86,9,NORMAL,20,2019-12-03,42,13653
38,40,Ana Rosa,-23.5813,-46.6383,24,65140,30,67,43,NORMAL,13,2019-07-10,65,12070
11,8,São Judas,-23.6255,-46.6411,40,14369,14,86,20,NORMAL,28,2018-10-07,65,13237
12,22,Ana Rosa,-23.5813,-46.6383,17,64287,1,62,5,REABASTECER,26,2019-07-27,17,12087
20,7,São Judas,-23.6255,-46.6411,5,13850,39,44,29,REABASTECER,34,2019-01-30,11,13350
21,7,Ana Rosa,-23.5813,-46.6383,38,66079,24,42,29,NORMAL,43,2019-11-12,31,12192
25,7,Vila Mariana,-23.5895,-46.6346,37,23801,55,29,30,NORMAL,34,2018-06-10,20,13840
3,17,São Joaquim,-23.5618,-46.6389,15,33937,10,76,8,NORMAL,39,2018-01-10,65,12250
23,39,São Joaquim,-23.5618,-46.6389,19,36122,36,50,2,NORMAL,15,2018-07-01,16,12421
36,11,São Joaquim,-23.5618,-46.6389,36,34145,40,50,9,NORMAL,19,2018-07-10,32,12430
16,32,São Joaquim,-23.5618,-46.6389,7,33444,65,56,16,NORMAL,43,2018-09-10,10,12490
43,9,Vila Mariana,-23.5895,-46.6346,10,24630,58,28,5,REABASTECER,4,2019-05-16,55,14176
37,18,Vila Mariana,-23.5895,-46.6346,37,23668,25,66,8,NORMAL,33,2018-08-10,65,13900
15,20,Vila Mariana,-23.5895,-46.6346,19,24479,7,77,31,NORMAL,18,2018-11-22,27,14002
27,7,São Joaquim,-23.5618,-46.6389,33,32867,49,7,43,NORMAL,8,2019-08-26,65,12836
15,16,Vila Mariana,-23.5895,-46.6346,43,24514,2,14,4,REABASTECER,22,2019-01-04,65,14044
41,4,Vila Mariana,-23.5895,-46.6346,6,23020,40,24,24,REABASTECER,3,2019-02-01,21,14071
31,17,São Joaquim,-23.5618,-46.6389,39,32995,39,36,30,NORMAL,32,2019-12-29,24,12959
12,8,Brooklin,-23.6263,-46.6878,3,29300,65,10,26,REABASTECER,27,2018-10-16,4,14686
21,17,São Judas,-23.6255,-46.6411,9,17277,22,38,14,NORMAL,35,2018-03-17,20,13037
21,41,São Judas,-23.6255,-46.6411,23,13857,32,86,36,NORMAL,27,2018-07-19,16,13159
10,18,Brooklin,-23.6263,-46.6878,16,26765,32,64,40,NORMAL,21,2019-07-21,36,14961
7,14,Brooklin,-23.6263,-46.6878,40,26705,42,79,37,NORMAL,43,2018-04-21,56,14511
19,12,Brooklin,-23.6263,-46.6878,41,28612,55,8,8,REABASTECER,30,2019-09-11,45,15011
40,43,Brooklin,-23.6263,-46.6878,11,27439,44,60,2,NORMAL,9,2018-07-04,6,14584
43,23,São Judas,-23.6255,-46.6411,9,17369,32,71,34,NORMAL,43,2019-04-28,55,13438
25,31,São Judas,-23.6255,-46.6411,30,16104,58,30,34,NORMAL,31,2019-08-24,7,13554
24,9,Brooklin,-23.6263,-46.6878,43,26085,65,57,17,NORMAL,37,2019-06-26,65,14936
39,36,Vila Mariana,-23.5895,-46.6346,16,24524,30,20,17,NORMAL,37,2018-10-04,33,13954
25,43,Campo Belo,-23.6188,-46.6823,2,23200,25,42,36,REABASTECER,6,2019-07-08,49,15668
34,28,Campo Belo,-23.6188,-46.6823,29,25667,45,17,11,NORMAL,26,2019-08-07,58,15697
25,26,Campo Belo,-23.6188,-46.6823,36,26727,46,24,43,NORMAL,15,2019-11-17,30,15797
13,41,Eucaliptos,-23.61,-46.6686,12,25515,33,86,19,NORMAL,16,2018-01-28,17,15868
6,32,Campo Belo,-23.6188,-46.6823,43,26734,46,11,43,REABASTECER,38,2018-11-26,37,15446
31,1,Vila Mariana,-23.5895,-46.6346,7,22366,31,18,14,NORMAL,21,2019-10-18,65,14328
30,31,Eucaliptos,-23.61,-46.6686,15,21624,43,73,43,NORMAL,22,2018-07-06,65,16026
4,36,Campo Belo,-23.6188,-46.6823,5,26274,60,18,14,REABASTECER,29,2019-06-12,40,15642
41,27,Brooklin,-23.6263,-46.6878,18,29171,3,18,8,REABASTECER,25,2018-03-01,31,14461
6,38,Consolação,-23.5581,-46.6606,29,113231,29,77,34,NORMAL,24,2018-09-16,49,2416
21,4,Trianon-Masp,-23.5634,-46.6544,32,45344,65,53,14,REABASTECER,24,2019-10-02,65,2072
18,17,Consolação,-23.5581,-46.6606,32,113336,34,37,26,NORMAL,43,2018-12-18,25,2508
43,4,Trianon-Masp,-23.5634,-46.6544,34,42292,12,66,11,REABASTECER,17,2018-01-30,61,1470
18,28,Consolação,-23.5581,-46.6606,32,114108,56,42,27,REABASTECER,3,2018-03-16,12,2236
10,34,Consolação,-23.5581,-46.6606,42,111808,14,20,7,NORMAL,25,2018-04-22,27,2272
30,40,Consolação,-23.5581,-46.6606,32,112523,34,50,30,NORMAL,14,2018-06-11,65,2321
8,26,Consolação,-23.5581,-46.6606,9,115409,24,69,6,NORMAL,25,2019-10-17,52,2807
2,18,Consolação,-23.5581,-46.6606,38,114275,51,86,36,REABASTECER,38,2018-09-25,46,2425
8,18,Consolação,-23.5581,-46.6606,24,114622,58,68,6,REABASTECER,21,2019-01-03,65,2523
10,13,Consolação,-23.5581,-46.6606,4,113874,9,49,18,REABASTECER,41,2019-02-22,40,2572
38,43,Consolação,-23.5581,-46.6606,32,112898,50,11,5,REABASTECER,28,2019-02-26,13,2576
43,22,Consolação,-23.5581,-46.6606,11,111635,55,7,15,NORMAL,40,2019-03-04,23,2584
28,20,Tamanduateí,-23.5929,-46.5897,13,52337,30,1,43,REABASTECER,43,2018-04-29,50,2999
27,13,Tamanduateí,-23.5929,-46.5897,33,50777,58,0,7,NORMAL,3,2018-05-18,65,3018
24,37,Trianon-Masp,-23.5634,-46.6544,7,43953,50,39,27,NORMAL,28,2019-08-20,34,2030
43,15,Trianon-Masp,-23.5634,-46.6544,33,44367,29,73,39,NORMAL,19,2019-10-27,28,2097
25,13,Consolação,-23.5581,-46.6606,24,113548,52,6,17,REABASTECER,43,2019-11-26,44,2846
26,12,Tamanduateí,-23.5929,-46.5897,37,50137,10,49,43,NORMAL,43,2018-04-07,61,2977
23,11,Tamanduateí,-23.5929,-46.5897,32,51736,52,86,4,NORMAL,43,2018-05-19,60,3019
20,20,Tamanduateí,-23.5929,-46.5897,43,51757,60,47,41,NORMAL,8,2018-10-01,20,3151
43,27,Sé,-23.55,-46.6333,14,194846,59,74,32,NORMAL,19,2018-02-06,11,3636
36,10,Sé,-23.55,-46.6333,43,193845,65,41,24,NORMAL,43,2018-04-22,27,3712
41,4,Tamanduateí,-23.5929,-46.5897,43,51716,5,33,12,REABASTECER,43,2019-05-20,31,3380
24,38,Consolação,-23.5581,-46.6606,24,114945,55,18,21,NORMAL,39,2019-10-13,7,2803
24,30,Sé,-23.55,-46.6333,23,194696,44,60,24,NORMAL,31,2019-04-12,65,4062
23,8,Tamanduateí,-23.5929,-46.5897,38,50402,23,22,39,REABASTECER,4,2018-04-18,50,2988
8,21,Sé,-23.55,-46.6333,21,192629,60,41,16,NORMAL,18,2019-07-19,65,4159
19,20,Tamanduateí,-23.5929,-46.5897,43,50864,61,78,3,REABASTECER,7,2018-09-20,26,3140
22,26,Tamanduateí,-23.5929,-46.5897,5,50933,65,60,43,REABASTECER,10,2018-09-30,24,3150
17,43,Brás,-23.5451,-46.6162,17,72963,48,54,5,NORMAL,27,2018-02-09,61,4359
2,39,Sé,-23.55,-46.6333,1,191649,11,17,21,REABASTECER,32,2019-02-23,5,4013
39,43,Tamanduateí,-23.5929,-46.5897,17,50090,27,76,39,NORMAL,41,2019-02-03,61,3273
27,43,Tamanduateí,-23.5929,-46.5897,36,51276,17,32,27,NORMAL,39,2019-03-20,58,3320
12,2,Brás,-23.5451,-46.6162,43,73504,4,6,27,NORMAL,29,2018-09-24,65,4584
7,36,Brás,-23.5451,-46.6162,28,71073,13,44,15,NORMAL,19,2018-12-28,20,4678
29,37,Tamanduateí,-23.5929,-46.5897,40,51010,6,51,27,REABASTECER,37,2019-12-29,6,3599
28,39,Brás,-23.5451,-46.6162,21,72027,33,52,33,REABASTECER,5,2018-04-09,42,4419
14,10,Sé,-23.55,-46.6333,32,191819,10,5,8,NORMAL,32,2018-02-13,27,3643
27,22,Brás,-23.5451,-46.6162,13,72965,63,7,32,REABASTECER,34,2019-07-03,59,4863
14,18,Sé,-23.55,-46.6333,29,192136,30,49,43,NORMAL,9,2018-06-24,20,3774
14,23,Barra Funda,-23.5542,-46.6707,17,147609,10,52,18,NORMAL,20,2018-04-10,37,5140
10,9,Brás,-23.5451,-46.6162,17,71155,28,13,8,NORMAL,15,2019-04-13,9,4783
34,25,Barra Funda,-23.5542,-46.6707,5,147427,65,15,27,REABASTECER,25,2018-06-14,40,5204
18,29,Sé,-23.55,-46.6333,29,193556,43,15,28,NORMAL,35,2019-03-11,17,4031
30,43,Barra Funda,-23.5542,-46.6707,21,149163,5,86,10,REABASTECER,18,2018-10-23,28,5333
16,43,Brás,-23.5451,-46.6162,36,74308,32,74,35,NORMAL,16,2019-10-01,31,4951
37,43,Brás,-23.5451,-46.6162,38,70651,15,16,26,NORMAL,10,2019-10-15,55,4965
19,35,Barra Funda,-23.5542,-46.6707,17,148585,17,86,10,NORMAL,17,2018-12-07,57,5377
11,29,Sé,-23.55,-46.6333,29,191548,65,38,21,NORMAL,22,2019-07-29,65,4169
9,16,Barra Funda,-23.5542,-46.6707,20,147259,21,12,13,NORMAL,12,2018-01-09,19,5049
22,3,Barra Funda,-23.5542,-46.6707,24,148097,50,34,9,NORMAL,22,2018-05-25,46,5185
19,34,Barra Funda,-23.5542,-46.6707,15,149257,49,86,9,NORMAL,43,2019-08-01,55,5611
11,18,Barra Funda,-23.5542,-46.6707,40,149621,45,54,34,NORMAL,39,2018-10-17,65,5327
3,15,Brás,-23.5451,-46.6162,6,73900,33,48,14,NORMAL,32,2018-08-24,65,4554
36,35,Fradique Coutinho,-23.5661,-46.6841,9,35998,5,63,26,NORMAL,37,2019-12-26,27,10796
4,13,Luz,-23.5365,-46.6332,2,126450,63,54,32,REABASTECER,9,2019-03-30,40,11250
39,34,Ana Rosa,-23.5813,-46.6383,32,65883,11,58,22,NORMAL,24,2018-09-04,58,11764
29,25,Luz,-23.5365,-46.6332,31,124004,25,77,28,NORMAL,43,2018-10-28,57,11098
17,43,Ana Rosa,-23.5813,-46.6383,26,65412,60,41,17,NORMAL,17,2019-01-04,43,11884
34,8,Ana Rosa,-23.5813,-46.6383,40,65802,42,66,10,NORMAL,25,2018-03-16,59,11596
16,25,Ana Rosa,-23.5813,-46.6383,7,67201,8,14,21,REABASTECER,24,2018-04-25,12,11635
1,29,Ana Rosa,-23.5813,-46.6383,20,63759,14,58,21,NORMAL,13,2018-07-01,10,11701
28,28,Luz,-23.5365,-46.6332,16,124096,20,28,20,NORMAL,28,2019-03-24,10,11244
26,38,Luz,-23.5365,-46.6332,37,124790,31,13,17,REABASTECER,26,2019-04-05,8,11255
2,33,São Joaquim,-23.5618,-46.6389,17,36517,37,29,7,REABASTECER,43,2018-05-11,29,12371
13,43,Ana Rosa,-23.5813,-46.6383,34,66353,11,68,31,NORMAL,40,2018-04-02,31,11612
26,11,São Joaquim,-23.5618,-46.6389,7,35664,45,79,3,REABASTECER,13,2018-06-19,34,12409
21,43,São Joaquim,-23.5618,-46.6389,43,36085,31,60,39,NORMAL,4,2018-06-21,20,12411
37,37,Ana Rosa,-23.5813,-46.6383,30,64559,52,56,15,NORMAL,3,2019-09-06,65,12126
20,10,São Joaquim,-23.5618,-46.6389,42,35723,12,50,15,NORMAL,12,2018-08-06,47,12456
43,17,Ana Rosa,-23.5813,-46.6383,8,65707,65,41,13,NORMAL,10,2019-09-26,55,12146
29,28,São Joaquim,-23.5618,-46.6389,41,36527,25,32,34,NORMAL,10,2018-09-28,21,12508
14,41,São Joaquim,-23.5618,-46.6389,31,33728,10,52,43,REABASTECER,27,2019-01-27,6,12627
3,43,Ana Rosa,-23.5813,-46.6383,12,65301,25,54,22,NORMAL,37,2018-11-10,24,11830
37,43,São Joaquim,-23.5618,-46.6389,5,34179,21,10,20,REABASTECER,37,2019-03-06,43,12666
23,10,Ana Rosa,-23.5813,-46.6383,10,64435,61,7,16,NORMAL,18,2019-01-15,36,11895
17,6,São Joaquim,-23.5618,-46.6389,38,34275,4,38,12,NORMAL,7,2018-08-07,38,12457
9,39,São Joaquim,-23.5618,-46.6389,33,33172,62,12,43,REABASTECER,43,2018-08-09,24,12459
3,8,São Joaquim,-23.5618,-46.6389,4,35027,58,29,7,NORMAL,18,2018-10-15,31,12525
11,42,São Joaquim,-23.5618,-46.6389,10,35024,35,21,26,NORMAL,18,2019-10-01,6,12871
36,23,Ana Rosa,-23.5813,-46.6383,9,67503,10,70,37,REABASTECER,5,2019-07-01,65,12061
31,6,São Joaquim,-23.5618,-46.6389,23,32637,51,7,43,REABASTECER,40,2018-11-30,53,12570
31,24,São Joaquim,-23.5618,-46.6389,23,34765,16,48,11,REABASTECER,24,2019-03-29,5,12689
15,20,Ana Rosa,-23.5813,-46.6383,12,66826,27,86,22,NORMAL,33,2019-12-05,65,12215
3,30,São Joaquim,-23.5618,-46.6389,43,33208,5,58,21,NORMAL,5,2018-01-30,33,12270
18,38,São Joaquim,-23.5618,-46.6389,43,33346,34,55,32,NORMAL,34,2019-07-16,32,12796
16,14,São Joaquim,-23.5618,-46.6389,36,34927,37,65,30,NORMAL,27,2019-09-09,39,12849
2,18,São Joaquim,-23.5618,-46.6389,18,33076,15,74,8,REABASTECER,12,2019-10-23,38,12893
18,14,São Judas,-23.6255,-46.6411,43,13722,25,13,30,NORMAL,33,2018-10-05,13,13235
15,25,São Joaquim,-23.5618,-46.6389,33,35740,65,78,29,NORMAL,11,2019-11-30,30,12930
3,35,São Judas,-23.6255,-46.6411,30,15919,65,56,11,REABASTECER,8,2018-12-13,5,13303
18,32,São Joaquim,-23.5618,-46.6389,34,35489,14,86,41,NORMAL,30,2019-01-15,21,12615
5,33,São Joaquim,-23.5618,-46.6389,22,35463,6,86,43,NORMAL,19,2019-06-07,58,12757
43,14,Vila Mariana,-23.5895,-46.6346,19,23699,47,26,27,REABASTECER,6,2018-12-06,55,14016
38,10,Vila Mariana,-23.5895,-46.6346,21,23831,35,10,21,REABASTECER,43,2019-02-12,13,14082
8,17,Vila Mariana,-23.5895,-46.6346,32,23271,32,5,10,REABASTECER,43,2018-07-28,18,13888
18,42,São Judas,-23.6255,-46.6411,43,16980,44,30,2,NORMAL,25,2019-04-03,24,13413
19,14,Vila Mariana,-23.5895,-46.6346,32,22123,24,51,11,NORMAL,36,2018-12-21,24,14031
41,34,Vila Mariana,-23.5895,-46.6346,39,22493,17,31,43,NORMAL,35,2019-12-17,9,14387
27,35,São Judas,-23.6255,-46.6411,31,16241,65,42,38,NORMAL,37,2019-08-23,14,13553
10,40,Vila Mariana,-23.5895,-46.6346,27,22849,65,78,43,NORMAL,9,2019-03-10,10,14110
35,29,Vila Mariana,-23.5895,-46.6346,37,21691,56,42,28,REABASTECER,43,2019-04-27,6,14157
34,22,Brooklin,-23.6263,-46.6878,25,26417,37,86,6,REABASTECER,20,2018-09-29,60,14669
6,43,Brooklin,-23.6263,-46.6878,33,26568,55,86,4,REABASTECER,24,2018-12-21,65,14751
37,41,Brooklin,-23.6263,-46.6878,28,26893,40,63,41,NORMAL,17,2018-12-23,53,14753
9,43,Vila Mariana,-23.5895,-46.6346,28,22280,18,34,43,NORMAL,38,2018-07-08,21,13868
12,41,Brooklin,-23.6263,-46.6878,22,27282,13,18,15,NORMAL,35,2019-02-01,44,14791
2,24,Vila Mariana,-23.5895,-46.6346,43,21120,34,86,17,REABASTECER,43,2018-08-08,11,13898
33,16,Vila Mariana,-23.5895,-46.6346,7,21713,21,31,7,NORMAL,36,2018-09-25,33,13945
41,37,São Judas,-23.6255,-46.6411,39,17030,63,79,39,NORMAL,37,2018-01-02,61,12962
9,30,Pinheiros,-23.5664,-46.703,19,76308,22,21,24,NORMAL,16,2019-12-10,39,9340
4,40,São Judas,-23.6255,-46.6411,9,14304,28,86,8,NORMAL,17,2018-01-29,65,12989
29,43,São Joaquim,-23.5618,-46.6389,25,32964,45,61,8,NORMAL,19,2018-06-30,26,12420
40,42,São Judas,-23.6255,-46.6411,26,15338,24,32,24,NORMAL,11,2018-06-09,30,13119
3,33,São Judas,-23.6255,-46.6411,9,17403,8,44,24,NORMAL,12,2018-07-23,53,13163
14,6,Butantã,-23.5844,-46.7252,25,67014,11,26,43,REABASTECER,15,2018-08-03,24,9573
33,18,São Judas,-23.6255,-46.6411,39,14276,49,58,37,NORMAL,37,2018-11-16,60,13276
30,16,São Judas,-23.6255,-46.6411,35,15987,44,48,35,NORMAL,31,2018-11-17,53,13277
11,10,São Joaquim,-23.5618,-46.6389,43,35248,65,41,8,NORMAL,11,2019-05-05,3,12725
15,36,São Judas,-23.6255,-46.6411,38,15875,39,22,43,NORMAL,21,2019-04-04,16,13414
7,8,São Joaquim,-23.5618,-46.6389,43,36051,18,54,17,NORMAL,15,2019-06-28,27,12778
24,22,Butantã,-23.5844,-46.7252,25,65451,34,44,4,REABASTECER,43,2019-06-16,30,9886
43,33,São Joaquim,-23.5618,-46.6389,40,35086,23,42,6,NORMAL,22,2019-11-14,22,12914
28,30,Vila Mariana,-23.5895,-46.6346,43,24772,23,25,14,NORMAL,23,2018-03-01,42,13741
13,22,Vila Mariana,-23.5895,-46.6346,37,24814,41,14,12,NORMAL,4,2018-07-27,24,13887
29,27,São Judas,-23.6255,-46.6411,9,14815,51,86,43,NORMAL,8,2019-06-07,12,13477
8,29,Fradique Coutinho,-23.5661,-46.6841,42,35516,48,54,43,NORMAL,43,2019-01-15,21,10455
16,5,Vila Mariana,-23.5895,-46.6346,4,23163,41,86,15,NORMAL,20,2019-08-11,60,14261
15,43,Fradique Coutinho,-23.5661,-46.6841,20,34576,35,20,14,NORMAL,24,2019-08-28,37,10678
2,36,Vila Mariana,-23.5895,-46.6346,43,22984,25,38,21,NORMAL,8,2018-04-23,65,13793
35,37,Fradique Coutinho,-23.5661,-46.6841,2,33586,11,34,25,NORMAL,33,2019-11-23,43,10763
5,38,Vila Mariana,-23.5895,-46.6346,26,24283,13,22,37,REABASTECER,33,2018-07-09,13,13869
6,18,Brooklin,-23.6263,-46.6878,41,29520,65,47,5,REABASTECER,12,2018-05-20,41,14540
10,5,Vila Mariana,-23.5895,-46.6346,10,25001,37,32,18,REABASTECER,10,2018-08-30,53,13920
30,9,Brooklin,-23.6263,-46.6878,14,27142,34,55,43,NORMAL,3,2018-08-18,13,14628
